Ambient_Temp_C,Total_Load_kW,Current_Temp_C,Future_Temp_30Min_C
43.7,50.5,64.5,75.4
29.3,17.2,36.7,43.4
26.8,78.4,56.0,74.4
36.1,74.4,69.1,85.1
30.2,40.9,48.4,55.4
20.6,110.1,67.4,90.0
23.9,43.5,40.2,50.2
37.9,59.5,62.5,73.7
36.5,69.8,64.8,81.4
20.7,21.0,31.3,34.1
25.5,126.4,87.5,105.9
25.8,51.2,46.6,56.5
36.8,18.9,41.3,46.7
20.5,52.6,45.1,54.6
22.6,76.0,54.1,67.3
40.0,66.5,65.4,81.1
24.5,86.4,59.8,77.2
36.3,16.1,39.7,41.8
26.0,41.3,44.6,51.9
22.5,112.1,92.4,111.9
26.1,18.8,33.2,36.2
38.1,104.1,80.2,101.8
41.4,20.1,51.5,54.9
40.8,101.8,81.7,101.2
29.9,49.7,51.1,60.3
36.7,77.3,67.6,81.9
25.1,26.8,35.8,42.9
27.3,17.3,34.4,38.2
42.4,33.8,55.5,66.4
20.3,24.1,26.6,30.9
22.1,44.4,38.3,46.5
25.2,66.6,52.3,68.6
20.7,74.8,50.1,67.4
24.5,96.9,63.0,83.9
34.6,82.2,66.8,82.5
30.5,77.0,59.6,78.5
42.3,55.3,63.4,75.1
40.4,62.1,64.7,77.1
28.5,55.6,50.8,64.2
26.5,102.6,68.3,89.8
29.5,113.2,94.1,111.3
34.8,10.6,36.9,39.4
26.7,81.6,56.6,72.8
35.6,122.7,91.0,110.7
30.2,107.9,71.1,92.7
33.8,104.5,74.6,95.8
30.9,18.4,39.3,41.3
27.4,21.7,36.8,42.1
43.7,64.5,70.5,82.8
39.1,77.0,69.0,86.0
23.5,40.2,40.1,46.6
41.7,116.4,85.0,102.0
32.2,75.4,61.7,75.7
42.4,45.7,61.1,67.2
40.0,12.8,47.2,51.6
30.6,92.5,67.6,85.7
20.6,33.6,34.0,43.7
26.7,101.8,69.6,91.6
33.5,56.2,58.0,70.8
35.8,73.5,68.4,85.1
26.4,106.0,65.3,88.1
23.5,105.0,67.3,89.3
40.9,50.9,62.4,74.9
44.6,115.4,85.8,102.8
33.1,95.3,71.8,90.6
24.3,57.6,49.4,62.2
26.8,31.1,37.6,41.1
20.5,109.5,65.1,90.0
42.9,31.8,57.3,65.8
22.9,12.8,25.9,30.6
34.4,12.2,39.0,43.4
26.9,78.5,58.8,75.1
33.9,82.8,65.4,82.8
36.3,44.2,52.2,59.8
40.7,45.2,58.6,70.7
25.2,47.3,45.7,54.8
20.3,84.8,55.5,73.7
23.4,16.4,28.3,32.3
42.5,112.2,88.7,110.1
41.8,34.5,54.0,58.8
34.9,120.0,79.7,105.2
35.0,28.9,45.8,51.3
36.6,94.9,76.8,96.4
24.4,34.6,39.5,48.3
42.9,18.9,50.4,54.7
30.5,106.2,72.1,95.7
29.6,104.5,70.6,93.3
33.0,120.7,88.7,108.2
21.2,87.3,53.9,71.0
24.2,71.3,52.0,67.4
38.5,103.8,79.5,101.5
22.1,44.7,37.2,48.3
35.1,67.6,60.4,74.6
26.1,63.4,52.3,65.1
29.7,48.9,49.3,59.3
27.2,108.1,69.8,91.2
28.9,28.2,38.4,46.7
38.0,26.4,51.7,58.7
27.4,73.5,55.1,68.9
34.2,82.3,67.6,86.0
31.9,31.4,43.5,47.4
36.6,53.0,57.9,70.5
43.4,114.1,90.0,112.8
38.3,37.1,50.4,59.0
25.4,83.5,58.8,73.4
20.8,91.4,59.7,76.9
26.6,59.3,53.8,66.6
34.9,113.1,79.9,102.6
21.3,91.0,57.8,75.6
32.4,60.4,61.0,75.3
34.9,72.6,66.2,84.6
28.4,86.2,61.6,81.2
39.3,75.1,68.1,82.4
22.7,106.7,67.2,92.1
21.9,49.3,39.6,47.8
38.2,43.0,57.6,65.9
32.4,33.5,46.5,53.5
37.2,14.2,43.9,49.7
30.9,14.7,36.2,40.8
26.2,105.7,67.2,88.8
40.5,84.6,77.3,93.3
40.0,82.7,72.6,91.5
37.4,77.6,67.6,83.2
26.8,103.4,68.0,90.1
34.8,62.8,60.3,71.4
29.0,105.7,69.3,92.5
22.3,49.5,41.0,52.2
42.9,111.9,86.5,108.2
23.4,86.9,59.9,79.5
43.8,104.0,94.7,116.4
31.2,72.0,56.5,73.0
24.6,68.6,48.1,62.4
33.5,25.2,40.7,46.5
41.8,75.0,74.6,90.1
38.3,44.6,56.2,65.3
40.2,15.8,47.5,50.9
36.5,114.4,83.3,109.1
37.3,80.6,69.6,88.2
41.2,106.5,83.7,104.3
26.2,84.4,62.1,81.1
32.2,49.3,52.2,64.3
25.5,66.4,54.9,68.3
44.7,84.3,79.7,98.0
43.6,115.6,88.6,113.8
21.0,37.9,35.2,41.9
37.6,106.2,78.7,100.6
43.1,111.6,90.2,114.6
24.5,83.7,57.2,74.1
34.2,113.8,86.3,103.0
42.9,53.8,65.0,78.2
20.8,114.8,66.6,92.4
37.4,87.3,72.9,94.2
27.4,14.6,37.1,39.6
43.1,109.8,88.8,112.0
44.3,63.3,69.6,83.4
43.6,60.6,65.0,78.0
31.9,72.3,59.8,75.9
41.6,26.4,53.5,56.4
41.1,61.6,63.4,76.9
28.0,101.4,72.8,91.6
40.7,11.7,45.4,46.4
20.9,40.0,37.0,46.5
34.9,10.3,37.7,39.7
25.8,55.7,49.0,61.7
23.0,90.1,56.7,75.6
21.9,97.9,65.4,87.2
37.4,114.0,85.6,108.9
28.5,76.9,61.2,74.3
38.1,38.0,50.5,59.1
21.6,111.7,66.7,86.9
27.9,95.3,68.4,86.0
33.5,73.2,63.9,77.9
39.8,86.5,72.4,89.2
28.0,111.7,71.3,94.1
35.6,107.7,91.9,116.5
42.1,50.5,61.2,69.8
35.4,88.4,73.8,94.4
25.8,119.8,88.5,103.7
20.6,52.5,42.9,50.5
41.8,54.7,61.0,72.2
20.5,28.4,30.0,34.4
41.9,12.5,42.9,44.6
33.2,24.7,42.0,48.4
43.5,82.0,79.3,95.5
40.0,98.3,79.8,98.7
44.9,118.7,90.0,115.9
28.8,48.1,50.0,61.7
39.2,75.9,72.0,88.5
30.0,113.1,75.5,95.5
32.0,28.4,47.4,51.3
35.7,88.9,72.9,91.5
41.8,125.2,92.9,112.3
44.6,19.8,50.9,54.7
39.2,104.7,82.4,102.8
30.4,99.4,70.7,89.4
30.5,13.7,37.0,42.8
38.4,20.0,45.1,49.5
26.0,15.4,32.4,36.6
22.8,46.8,39.9,49.9
28.9,66.0,51.0,65.3
27.2,68.6,56.6,70.7
27.4,39.4,40.2,47.1
25.8,110.3,70.2,91.0
21.1,50.5,41.9,53.0
20.4,15.0,27.1,30.5
44.7,43.0,61.3,71.8
30.7,68.4,58.6,74.0
29.6,54.9,52.5,62.7
37.0,40.1,54.5,64.5
25.5,24.4,38.7,44.6
43.7,100.1,84.3,106.3
39.7,119.6,87.6,116.1
22.2,106.3,90.6,109.7
30.4,52.0,52.1,64.0
42.0,78.0,74.5,91.6
43.6,89.0,78.8,99.2
31.7,53.1,54.0,64.2
35.3,109.5,78.6,100.8
24.2,71.6,54.2,70.1
44.8,59.5,70.4,81.5
25.8,81.1,60.0,77.8
43.6,114.8,89.7,114.0
36.2,97.4,73.1,92.5
35.2,14.4,39.7,42.9
32.8,46.6,52.6,64.2
25.8,61.8,55.4,68.0
24.4,44.6,41.6,51.1
25.5,87.0,61.2,79.9
24.7,100.9,63.9,85.9
39.5,90.4,73.7,92.4
28.8,118.8,74.9,100.5
21.4,40.0,33.3,40.5
44.2,106.2,89.4,110.3
42.1,94.3,75.4,94.6
43.2,49.8,62.6,73.8
44.9,90.8,78.8,98.4
24.3,21.4,31.2,35.6
29.9,96.8,71.4,92.5
39.0,68.6,66.8,81.7
37.4,42.2,52.3,60.9
23.8,107.9,88.8,107.2
40.4,80.6,71.1,86.9
25.6,33.0,38.7,43.5
25.6,13.3,31.3,34.3
33.4,57.7,60.3,70.7
34.8,72.6,60.0,74.9
34.5,106.4,77.0,99.2
22.3,112.1,66.5,91.7
41.9,68.2,71.1,86.6
26.6,92.9,64.5,83.9
23.2,58.3,47.7,61.8
42.2,103.4,87.3,107.0
43.9,32.5,55.0,64.9
41.6,50.8,64.3,75.8
40.2,79.8,73.7,90.5
36.4,12.0,43.0,44.0
33.8,89.5,72.1,90.0
22.2,101.9,63.8,86.0
30.2,53.9,54.7,66.7
29.3,59.3,53.8,67.2
26.5,103.6,67.5,88.2
38.1,95.3,76.2,94.8
32.4,41.7,49.0,58.1
22.0,45.6,39.2,50.1
25.5,84.7,62.6,80.1
37.1,72.0,66.5,83.7
21.9,27.8,33.2,39.1
41.3,44.1,59.7,68.9
32.4,109.0,81.9,105.2
32.0,85.7,64.0,84.1
34.8,118.5,80.5,103.5
40.6,94.4,75.6,94.0
28.7,113.6,73.7,97.1
37.0,33.8,51.0,62.7
34.1,94.9,71.2,90.8
26.7,12.2,30.5,33.0
42.0,83.8,75.8,94.3
39.9,61.6,63.6,78.1
36.5,48.1,56.3,66.6
41.3,104.9,85.4,109.0
41.7,104.0,84.6,104.5
37.7,12.5,44.5,45.7
40.9,111.4,93.9,114.3
37.4,50.5,58.2,68.7
37.0,55.7,59.0,68.8
35.5,101.5,74.5,94.0
38.8,44.1,55.7,63.8
24.0,113.7,68.4,92.4
42.0,29.8,55.4,62.2
41.8,82.9,75.6,92.5
20.7,83.9,55.7,73.8
40.6,37.7,53.4,60.9
23.2,45.7,44.4,55.5
28.4,101.8,68.3,93.6
38.6,93.8,73.9,93.2
24.0,46.2,41.6,52.1
40.4,68.7,72.9,87.4
40.8,16.8,46.7,50.6
32.7,33.0,45.2,53.2
20.2,63.4,45.2,59.2
27.2,19.5,34.7,38.1
35.4,102.8,75.0,98.7
44.5,89.0,80.4,99.4
35.8,113.8,83.5,106.6
26.5,86.3,61.6,83.4
35.9,113.4,79.0,102.9
33.5,71.0,61.2,76.6
39.5,76.0,68.8,85.1
22.7,117.5,69.8,94.2
39.0,80.6,73.9,91.3
33.5,13.4,38.6,40.2
44.1,89.6,79.7,99.5
28.5,109.6,75.9,96.0
35.8,97.5,76.6,94.9
43.3,74.2,74.1,92.3
22.6,83.8,60.0,75.3
43.4,118.9,92.0,113.9
37.2,20.0,41.2,44.0
21.7,83.4,56.7,76.7
27.5,41.2,40.8,47.1
37.7,80.4,70.8,86.1
21.7,76.8,49.0,63.3
34.6,114.4,94.0,110.8
28.6,32.7,41.0,47.3
35.5,78.4,65.3,81.2
21.1,24.1,30.1,38.0
41.8,39.2,59.5,65.7
44.3,113.3,89.9,112.9
44.2,46.0,63.7,73.8
38.7,63.7,62.3,74.4
23.3,113.5,68.3,92.9
39.0,35.0,53.6,60.3
20.6,52.9,39.8,51.6
20.6,76.7,48.6,64.8
28.1,93.1,66.3,82.7
32.2,109.2,78.1,102.8
39.3,110.7,83.4,109.8
37.1,95.4,74.3,94.2
31.1,35.1,45.5,51.5
26.8,12.7,32.0,37.0
44.9,52.2,66.3,80.1
30.7,25.6,35.8,41.4
31.3,88.1,64.4,82.8
24.1,82.7,55.5,72.9
39.9,14.8,46.1,46.7
37.3,102.0,78.5,99.5
25.5,37.4,41.7,52.0
22.1,57.5,45.6,57.4
37.0,83.5,67.8,84.0
36.4,57.2,62.2,74.6
26.8,58.5,52.8,63.8
43.8,17.2,48.1,51.9
23.8,54.2,46.1,55.5
30.8,94.1,67.3,85.6
43.6,110.7,88.1,112.5
30.5,55.5,54.8,66.4
36.0,56.6,62.9,73.2
29.9,87.3,66.4,84.7
26.9,113.7,72.9,95.8
44.6,39.4,59.7,66.8
30.2,58.4,54.0,67.9
42.4,97.6,84.1,105.5
25.7,77.1,56.5,72.6
25.3,22.2,32.4,37.5
20.8,79.1,49.2,66.1
36.3,30.5,49.5,56.6
29.2,66.1,56.2,68.8
41.6,68.2,67.6,83.3
31.8,106.4,76.4,99.1
44.2,60.9,67.7,80.2
24.6,40.7,40.7,48.5
41.7,35.4,55.8,64.5
39.4,106.2,81.2,103.3
39.3,28.8,51.3,56.2
41.1,56.8,66.2,77.3
39.0,30.6,49.0,56.8
35.7,95.1,74.7,92.1
23.3,62.2,48.5,61.0
20.8,48.6,40.6,52.4
43.0,49.7,64.7,74.7
35.4,103.7,77.0,99.2
39.9,70.9,69.2,85.7
32.0,89.0,69.1,88.9
22.9,108.7,65.4,87.7
23.1,109.2,67.4,90.1
37.1,46.1,55.1,66.2
30.8,114.8,76.4,101.9
25.0,12.7,29.5,32.1
32.3,51.5,53.8,64.4
21.6,108.5,65.2,88.4
34.5,40.2,51.4,61.8
26.7,40.0,42.7,52.7
39.9,43.3,54.0,64.5
27.8,77.4,58.8,73.4
31.4,58.2,54.8,66.6
20.3,89.9,56.8,75.3
21.8,108.4,64.0,89.0
29.8,84.2,61.1,78.6
32.0,32.5,46.2,54.8
35.0,112.6,79.5,102.3
27.3,39.1,43.3,50.7
37.4,26.5,47.4,53.7
41.5,19.9,49.4,56.0
39.5,72.0,67.4,82.3
21.0,22.5,28.1,29.1
32.0,25.3,43.1,45.9
22.6,43.0,38.6,48.2
26.1,41.0,42.8,49.1
44.7,76.5,76.1,90.8
23.6,99.8,62.3,83.4
32.5,93.7,67.6,83.8
35.5,38.9,55.9,63.0
37.6,37.0,51.3,57.4
34.0,116.2,81.7,103.8
20.2,10.9,28.5,29.2
28.2,106.8,72.4,93.1
32.9,32.0,45.1,52.6
22.2,114.2,67.7,93.5
28.8,47.7,46.2,55.8
20.8,58.4,46.0,57.2
22.0,87.8,58.2,75.9
29.9,74.6,58.8,72.9
23.3,45.0,39.2,46.9
34.2,70.9,59.9,72.6
37.2,90.4,75.4,92.1
40.0,14.7,46.1,51.6
25.0,11.2,29.9,31.2
24.2,60.4,46.7,55.1
22.6,24.5,29.5,34.0
35.9,83.1,71.1,85.9
37.7,33.5,51.2,58.3
20.8,57.6,45.6,57.5
43.4,31.7,55.3,62.2
21.3,70.3,49.0,63.7
33.5,22.8,44.1,48.1
37.7,12.5,44.2,44.5
41.8,15.6,49.6,52.6
37.9,115.0,83.2,109.0
40.0,25.7,51.5,59.5
28.5,87.9,65.9,83.8
40.4,17.5,47.1,50.6
22.0,21.9,29.7,35.2
42.4,66.0,71.4,87.3
33.7,61.1,56.8,69.1
40.4,114.7,87.6,112.6
31.3,113.9,76.8,99.5
36.1,95.8,70.7,91.7
33.2,76.2,65.9,83.1
38.3,60.0,56.8,68.0
22.0,49.2,37.7,47.7
21.5,114.2,68.2,93.5
26.2,76.3,57.8,74.6
24.0,73.7,52.2,69.4
41.8,35.5,56.3,65.0
25.5,15.1,26.5,29.6
44.4,114.0,91.4,118.5
28.4,44.5,46.7,56.2
24.6,58.7,47.9,55.7
39.7,22.6,48.8,53.1
36.5,102.1,78.3,98.9
32.5,13.0,37.6,41.5
33.9,101.7,70.8,91.9
38.0,25.4,52.5,59.1
25.7,107.5,71.1,94.3
44.9,90.3,78.4,96.2
44.4,28.1,54.9,60.7
36.3,72.2,64.7,78.7
25.0,44.4,44.9,54.3
37.0,29.6,44.5,50.0
21.8,104.5,62.6,84.8
20.8,54.4,39.0,50.4
26.4,53.8,47.4,58.5
31.6,108.7,87.5,108.7
41.7,52.1,62.7,73.1
38.2,105.9,79.3,98.8
38.6,114.3,93.9,110.9
30.6,114.7,77.7,103.2
28.6,114.1,75.2,96.1
29.3,25.9,40.8,45.0
44.7,29.5,56.1,63.0
21.0,104.9,61.8,84.7
41.7,53.2,62.7,73.9
34.5,10.5,39.7,41.8
31.0,40.1,42.7,50.1
38.1,75.7,69.2,81.4
32.2,97.9,72.0,95.5
41.8,24.7,51.8,55.5
42.5,22.2,51.1,56.0
30.5,111.4,70.0,93.7
26.9,92.6,63.1,84.0
34.8,74.9,68.3,83.9
42.8,94.6,80.7,100.8
25.3,57.2,47.5,55.6
35.6,93.4,73.0,91.3
35.8,50.9,56.9,68.6
38.3,36.9,54.4,63.0
23.3,90.2,58.9,76.5
37.9,56.2,61.2,70.6
42.7,118.0,93.3,117.9
24.5,115.1,94.7,118.2
25.9,111.4,75.2,96.4
44.3,112.6,88.0,114.4
24.5,36.6,42.5,52.0
41.4,97.8,78.9,100.3
32.3,57.6,56.1,68.6
26.2,110.9,72.0,92.2
41.8,59.5,64.6,76.0
31.1,91.9,68.1,86.9
32.9,61.4,59.2,70.9
29.0,35.1,41.6,48.6
34.8,31.9,50.9,59.3
24.1,56.8,44.0,55.4
29.8,93.1,70.9,89.6
44.2,76.6,76.9,93.8
26.5,85.7,60.6,76.5
36.4,41.1,52.0,59.5
28.1,63.0,52.3,64.5
39.3,14.9,45.0,48.3
23.3,99.9,63.1,83.6
44.2,118.9,94.3,118.6
31.3,54.8,57.2,67.3
25.9,11.2,30.8,31.5
21.8,28.7,31.6,38.7
24.2,81.8,55.9,72.6
33.0,77.3,63.6,80.8
28.4,96.7,65.0,83.9
40.7,37.9,53.5,60.7
30.8,94.0,72.6,91.6
26.2,85.7,61.1,78.8
35.4,45.5,52.0,62.8
37.7,70.0,67.3,81.2
24.2,26.2,32.3,39.2
24.2,59.8,45.9,59.2
20.9,106.9,62.1,84.5
38.4,56.3,64.3,74.3
36.6,102.4,77.0,99.7
31.9,74.9,57.0,71.8
41.1,31.1,56.0,62.2
40.1,73.9,69.1,84.6
34.6,65.7,57.2,71.0
41.7,53.9,62.6,73.4
25.1,23.2,35.5,39.0
22.8,55.8,45.9,55.2
26.7,18.0,37.5,43.1
21.4,20.9,28.1,31.9
33.3,55.8,55.7,67.2
43.4,43.6,59.5,68.5
21.0,128.0,86.1,110.5
23.1,51.3,45.4,58.9
31.3,93.4,69.6,89.3
43.3,68.3,71.2,85.3
27.9,87.4,63.7,80.3
32.7,38.6,46.8,52.8
21.0,113.6,64.5,85.9
23.7,68.3,51.1,64.3
44.7,101.4,87.6,105.5
44.1,50.2,67.4,79.2
20.1,21.0,30.1,35.0
43.8,84.1,77.5,94.8
36.0,10.9,40.9,44.7
41.7,62.3,66.6,78.1
31.4,113.9,90.8,113.4
32.9,79.0,64.5,78.2
32.2,117.7,76.6,102.8
36.7,61.1,60.9,72.5
23.5,99.9,66.7,87.4
20.7,65.9,48.7,63.9
27.7,64.5,51.7,67.5
37.6,112.3,82.4,106.0
25.0,107.9,66.5,89.9
36.8,96.4,75.3,94.2
44.2,42.6,63.4,74.6
22.3,70.0,51.6,65.9
36.8,34.6,55.6,62.5
31.1,58.8,57.0,68.5
41.7,63.3,67.4,82.5
24.4,101.5,66.4,87.9
37.3,108.6,80.3,104.3
41.0,55.6,60.9,73.4
43.6,11.9,51.0,52.9
37.1,104.8,81.0,104.2
32.4,29.2,43.6,50.3
35.4,78.4,67.4,82.3
41.7,12.7,49.3,50.2
34.3,53.9,57.5,68.9
20.8,118.5,65.2,91.7
43.3,21.1,52.2,59.0
37.2,56.6,59.5,68.8
36.9,43.8,56.7,65.7
25.4,109.6,71.3,94.8
36.5,105.6,81.4,103.7
29.8,36.1,42.1,51.4
36.3,18.9,42.3,47.4
22.7,79.0,56.5,71.4
36.4,47.0,54.1,62.5
45.0,83.9,75.5,93.9
21.2,13.5,27.7,31.9
44.4,24.7,53.2,58.7
30.2,85.5,68.0,83.2
41.8,33.4,55.7,61.1
39.6,104.3,81.6,104.5
34.2,128.7,89.7,111.1
38.5,33.7,55.1,62.1
42.0,119.8,90.6,117.3
30.1,57.6,52.3,62.7
28.2,87.3,61.5,79.4
36.7,30.1,48.6,54.1
40.2,77.1,69.1,86.0
39.1,89.9,77.1,96.9
39.9,44.6,54.2,61.7
30.9,101.2,71.1,92.3
40.4,76.4,72.2,89.4
23.0,52.8,44.8,53.0
33.6,71.3,60.7,75.7
20.1,73.4,50.8,64.3
28.1,28.2,37.6,42.8
29.2,54.3,50.8,58.5
29.9,47.8,50.3,62.3
37.4,54.1,60.0,70.7
29.7,93.7,65.9,84.5
31.2,63.1,58.8,72.3
25.9,113.4,71.5,93.7
29.3,42.3,47.7,54.8
25.7,55.7,51.0,64.7
21.8,96.6,62.7,85.5
35.1,70.1,65.4,79.0
36.7,70.2,65.2,81.5
35.5,15.9,43.4,47.1
31.6,53.8,53.6,62.7
29.5,39.8,43.0,50.2
41.6,119.9,90.2,117.6
33.0,43.9,51.1,58.1
32.0,107.3,76.1,101.9
20.6,84.4,54.1,71.0
28.5,47.5,46.0,58.5
29.5,69.8,58.7,72.8
30.0,102.5,68.3,91.3
34.5,107.2,80.3,104.6
33.3,27.6,43.9,51.9
35.2,47.4,54.6,63.6
39.1,46.9,59.0,67.4
40.3,14.6,47.4,50.2
38.0,109.8,89.0,106.7
43.9,104.0,87.1,109.2
20.5,52.0,41.9,51.5
24.9,91.4,60.2,81.1
20.2,79.0,50.3,66.2
36.2,51.3,56.0,64.3
42.5,117.6,93.0,110.4
26.1,88.0,64.7,83.2
43.2,104.0,87.7,109.3
21.5,85.4,56.6,76.1
43.4,12.0,47.7,51.6
28.8,33.8,41.9,47.9
22.5,17.6,31.1,34.0
32.1,72.7,64.8,78.0
26.4,93.2,62.6,80.1
27.1,22.2,33.8,39.5
27.7,102.2,71.7,93.4
40.1,71.1,64.9,81.4
33.5,85.9,65.8,86.0
27.8,116.9,74.0,99.8
35.3,19.2,39.8,45.5
37.9,109.1,83.8,103.4
26.8,23.9,38.1,42.5
30.3,53.2,50.5,63.2
23.0,103.7,67.1,86.8
24.5,109.7,71.3,94.2
37.0,65.7,63.1,77.7
24.5,75.4,53.8,70.4
33.1,87.9,72.8,91.4
37.7,101.6,79.8,101.9
22.7,23.4,32.5,37.7
34.2,99.1,76.6,94.9
26.4,62.9,52.2,66.1
44.1,59.6,66.9,79.9
32.1,56.6,54.9,64.6
40.1,66.0,68.6,84.4
33.8,114.0,75.4,100.5
21.1,70.3,48.6,61.4
35.8,114.8,84.5,107.2
43.8,29.8,54.7,60.2
35.0,89.7,74.0,91.7
40.5,99.3,83.0,104.1
42.1,84.7,75.9,92.2
25.7,76.8,55.3,73.2
25.3,72.1,53.6,70.4
35.3,104.7,82.5,104.9
30.3,100.4,74.2,94.9
41.0,23.5,50.6,56.9
42.5,103.3,82.6,104.0
28.8,55.5,51.3,61.8
25.9,37.9,41.6,51.3
39.5,105.7,79.3,102.2
26.9,57.5,50.0,61.1
40.6,98.9,82.8,102.7
30.6,39.0,42.6,50.0
36.7,10.4,42.5,47.6
22.4,64.5,50.9,64.2
35.6,21.0,42.9,47.6
31.3,93.0,71.9,92.1
34.7,40.4,49.4,56.2
24.2,58.8,48.6,62.5
38.4,19.6,45.6,48.9
41.6,41.5,57.6,69.1
25.4,96.0,62.6,82.4
22.4,26.7,34.5,41.5
20.6,81.2,54.8,67.9
36.0,110.9,80.3,101.8
35.2,84.8,66.4,84.0
33.7,99.2,74.2,91.9
25.8,22.0,35.4,40.9
29.8,37.6,44.4,52.8
34.9,108.4,82.0,102.9
32.4,88.7,64.8,83.7
44.7,80.4,72.4,90.9
23.4,83.0,55.2,69.6
37.4,55.6,61.0,70.6
30.1,14.9,34.0,36.8
30.7,96.3,67.3,87.7
37.9,84.7,73.7,91.2
37.3,62.0,63.0,77.3
44.8,109.0,89.1,112.6
23.2,47.0,43.6,54.3
22.6,42.4,38.7,45.6
38.1,106.0,79.8,102.3
34.5,97.7,75.1,95.0
26.9,66.6,50.8,67.3
22.0,24.4,27.5,33.3
22.1,33.7,34.7,40.9
42.4,82.2,77.1,95.4
24.8,52.4,46.2,58.0
28.1,102.0,70.6,90.6
25.7,114.5,67.4,91.4
28.9,98.6,69.0,89.1
21.7,51.5,43.7,56.2
33.0,96.8,69.0,89.9
21.7,48.7,42.9,54.0
40.0,28.4,51.1,56.4
25.8,13.7,37.5,40.2
33.5,52.4,50.1,63.5
42.0,109.4,88.5,110.7
36.3,36.3,50.0,57.9
33.3,32.7,43.2,48.3
28.1,116.7,73.7,97.2
28.3,12.8,34.0,36.1
36.7,96.4,77.4,95.8
44.9,45.4,66.4,77.6
36.5,14.1,45.0,46.5
33.9,111.0,76.4,101.1
38.3,25.4,50.7,56.1
31.6,70.7,60.7,75.5
21.5,40.1,36.3,47.0
34.1,17.2,40.5,40.8
43.9,15.5,48.7,51.8
24.4,22.7,33.5,36.7
37.3,17.9,42.9,43.9
25.0,93.7,60.4,78.5
33.4,63.4,59.7,73.0
22.4,47.7,42.8,51.6
31.3,56.0,53.3,66.4
38.9,112.2,86.5,109.5
28.7,110.2,72.2,94.9
36.6,88.7,71.5,89.7
39.9,107.3,84.1,106.4
43.2,45.2,61.0,69.9
25.9,51.9,46.8,56.4
30.0,77.5,55.9,74.2
23.8,78.6,55.3,70.8
44.8,63.0,66.4,79.4
43.2,54.1,62.4,74.6
33.5,118.5,78.2,103.8
41.1,100.3,79.1,99.0
33.0,57.8,55.1,68.5
35.6,90.0,70.6,90.4
22.2,39.7,39.4,47.9
38.9,21.0,47.7,51.5
23.2,48.8,38.9,48.9
40.7,54.3,62.5,73.6
39.6,11.8,44.9,45.5
37.7,99.6,76.9,97.8
20.9,49.5,40.6,52.3
27.6,73.8,57.5,74.3
26.6,18.1,35.4,38.4
29.0,29.2,37.6,45.6
22.2,107.9,64.8,90.4
43.4,77.0,77.2,92.6
33.8,114.5,82.5,107.3
27.6,119.9,77.3,98.9
29.9,50.9,51.4,60.1
31.2,42.9,51.6,60.4
35.0,104.4,80.6,100.7
32.9,119.8,80.6,108.8
43.0,79.3,72.8,90.5
32.4,97.5,70.9,92.8
44.8,96.0,89.4,108.9
41.3,49.1,57.8,66.9
25.2,73.2,53.5,68.2
43.3,101.6,81.1,103.1
22.9,126.8,86.9,102.5
40.4,12.3,43.0,46.8
29.5,47.0,48.1,59.1
41.9,25.9,48.4,54.2
41.7,100.1,89.5,110.6
40.1,109.6,86.4,111.8
39.8,14.1,44.6,47.3
27.6,34.2,41.0,52.3
22.0,44.1,39.3,49.6
30.1,77.9,61.6,77.6
24.3,68.8,51.8,66.9
37.4,34.0,52.5,56.5
28.7,28.1,42.3,49.5
44.4,36.0,57.2,68.8
36.0,65.3,61.5,72.2
40.6,39.8,58.3,66.0
23.3,114.2,66.2,90.3
41.6,61.0,62.0,76.5
43.1,16.5,50.1,56.7
32.2,90.2,69.3,88.7
35.2,46.2,52.2,65.2
39.1,81.9,70.7,88.3
24.4,40.8,39.2,48.5
32.6,72.8,59.9,75.9
30.0,94.9,69.3,91.0
23.7,112.1,66.1,89.3
29.2,38.7,44.1,53.6
21.7,46.8,38.6,46.8
20.6,61.1,42.2,54.9
23.4,112.0,69.9,92.3
44.1,109.2,86.7,109.9
33.7,19.9,42.1,45.7
44.1,24.5,50.9,58.1
30.8,64.5,55.1,67.5
27.8,21.7,38.0,39.8
32.7,48.0,57.0,64.6
31.0,26.3,37.6,45.0
22.6,80.0,54.2,69.6
36.0,114.4,82.6,107.2
25.4,119.6,72.0,96.8
35.5,51.3,57.7,69.5
36.3,75.9,64.9,80.6
23.8,104.2,65.8,91.8
21.5,22.9,29.7,37.4
39.5,85.9,76.3,93.6
31.5,55.0,52.1,63.1
21.5,32.7,33.8,45.5
44.9,54.3,68.5,78.1
21.4,18.4,26.7,30.7
37.4,86.5,72.1,90.3
44.6,37.8,56.1,64.4
26.0,44.3,41.5,48.4
23.6,23.3,33.6,39.2
23.0,105.1,63.1,83.9
27.6,64.3,52.2,68.0
22.5,72.9,52.7,65.7
37.3,72.6,65.2,80.7
21.6,55.2,45.3,53.4
32.7,31.2,45.6,48.9
44.9,92.0,82.6,100.5
40.3,24.0,52.4,56.2
35.4,21.4,44.6,51.2
27.7,88.1,66.0,84.1
35.6,33.0,50.6,59.3
33.2,43.7,49.6,58.3
30.7,62.3,58.1,71.9
23.3,59.4,47.6,58.9
42.2,87.9,76.6,93.9
31.2,109.8,90.0,108.6
24.9,80.9,59.4,76.7
29.2,88.5,65.5,84.4
30.4,42.2,50.9,60.5
40.7,45.5,61.0,70.7
